trip_id,driver_id,pickup_time,dropoff_time,pickup_location,dropoff_location,fare_amount,status
trip_1388,driver_34,2025-07-09 06:32:06,2025-07-09 06:39:06,390 Ccsf Parking Lot Park,54 Falmouth Lodge,15.06,completed
trip_1389,driver_29,2025-07-09 06:08:02,2025-07-09 06:14:02,1166 Naylor Manor,1135 Cook Viaduct,7.92,completed
trip_1390,driver_38,2025-07-09 06:19:48,2025-07-09 06:49:48,662 Columbus Loop,147 Blairwood Field,46.24,in_progress
trip_1391,driver_3,2025-07-09 06:59:40,2025-07-09 07:27:40,1053 Eagle Alley,35 Woodhaven Ranch,49.33,completed
trip_1392,driver_13,2025-07-09 06:06:51,2025-07-09 06:47:51,404 Ohlone Path,415 Telegraph Hill Expressway,,completed
trip_1393,driver_43,2025-07-09 06:18:00,2025-07-09 06:59:00,971 Emerson Hills,857 Pacific Shore,26.76,completed
trip_1394,driver_35,2025-07-09 06:42:28,2025-07-09 06:47:28,1219 Enterprise Square,534 Havens Center,39.08,completed
trip_1395,driver_8,2025-07-09 06:22:21,2025-07-09 06:47:21,192 Brooks Shore,766 Annie Court,21.92,completed
trip_1396,driver_43,2025-07-09 06:43:48,2025-07-09 07:02:48,326 Waldo Circle,676 Crespi Ranch,44.92,completed
trip_1397,driver_43,2025-07-09 06:29:24,2025-07-09 07:27:24,611 Edward Lake,1246 Granville Row,10.08,completed
trip_1398,driver_19,2025-07-09 06:35:32,2025-07-09 07:26:32,276 Italy Pass,1216 Marview Manor,36.2,completed
trip_1399,driver_11,2025-07-09 06:26:25,2025-07-09 06:55:25,1172 Scotia Viaduct,456 Crestmont Extension,26.72,completed
trip_1400,driver_27,2025-07-09 06:11:34,2025-07-09 06:25:34,841 Church Access Spur,1208 Panorama Parkway,24.72,completed
trip_1401,driver_9,2025-07-09 06:13:52,2025-07-09 07:03:52,1145 Shaw Hills,1105 Leland Boulevard,24.65,completed
trip_1402,driver_19,2025-07-09 06:47:08,2025-07-09 07:37:08,982 Ripley Ranch,550 Avenue H Field,10.78,completed
trip_1403,driver_26,2025-07-09 06:41:35,2025-07-09 07:34:35,964 Schwerin Field,210 Marist Creek,28.84,completed
trip_1404,driver_11,2025-07-09 06:49:54,2025-07-09 07:33:54,741 Vallejo Canyon,465 Adolph Sutro Extension,37.55,completed
trip_1405,driver_42,2025-07-09 06:51:05,2025-07-09 07:35:05,627 Telegraph Freeway,852 Silverview Pass,34.18,completed
trip_1406,driver_35,2025-07-09 06:38:29,2025-07-09 06:51:29,668 Stanford Heights Canyon,1366 Constanso Ferry,12.63,completed
trip_1407,driver_7,2025-07-09 06:43:32,2025-07-09 07:19:32,1294 Blairwood Hills,843 El Dorado Viaduct,11.22,completed
trip_1408,driver_7,2025-07-09 06:56:29,2025-07-09 07:37:29,889 Glenhaven Pine,27 Blanken Lake,43.27,completed
trip_1409,driver_40,2025-07-09 06:30:51,2025-07-09 06:54:51,1268 Hare Spur,1109 Ripley Mews,32.74,completed
trip_1410,driver_36,2025-07-09 06:57:47,2025-07-09 07:23:47,32 Dewitt Stravenue,163 Judson Pine,48.11,completed
trip_1411,driver_15,2025-07-09 06:47:14,2025-07-09 07:15:14,73 Pollock Park,212 Juniper Extension,7.69,completed
trip_1412,driver_35,2025-07-09 06:37:11,2025-07-09 07:24:11,1217 Utah Lodge,518 Omar Lake,,completed
trip_1413,driver_43,2025-07-09 06:32:51,2025-07-09 07:06:51,780 Berwick Ferry,1225 Moffitt Lodge,27.28,completed
trip_1414,driver_19,2025-07-09 06:37:06,2025-07-09 06:48:06,1184 Los Palmos Highway,814 Raccoon Grove,,completed
trip_1415,driver_8,2025-07-09 06:09:05,2025-07-09 06:33:05,76 Pershing Place,,17.81,completed
trip_1416,driver_49,2025-07-09 06:07:33,2025-07-09 06:12:33,1300 Gordon Route,109 Cordova Run,36.23,completed
trip_1417,driver_14,2025-07-09 06:10:13,2025-07-09 06:34:13,1259 Glenhaven Trace,291 Ortega Heights,15.34,completed
trip_1418,driver_32,2025-07-09 06:22:56,2025-07-09 06:51:56,478 Rickard Trace,1241 Stonecrest Plaza,44.12,completed
trip_1419,driver_21,2025-07-09 06:36:07,2025-07-09 07:21:07,1027 Concord Estate,1380 Bedford Landing,,cancelled
trip_1420,driver_18,2025-07-09 06:38:16,2025-07-09 07:25:16,689 Rosemont Rapids,1019 York Drive,30.44,completed
trip_1421,driver_16,2025-07-09 06:23:22,2025-07-09 06:35:22,228 Laguna Park,799 Letterman Creek,7.17,completed
trip_1422,driver_7,2025-07-09 06:13:28,2025-07-09 07:03:28,634 Wisconsin Junction,304 Worden Garden,34.95,completed
trip_1423,driver_1,2025-07-09 06:50:55,2025-07-09 07:47:55,397 Russia Junction,1072 Circular Spur,27.91,completed
trip_1424,driver_34,2025-07-09 06:25:16,2025-07-09 07:09:16,1355 Ames Highway,1175 Marcela Motorway,14.23,completed
trip_1425,driver_1,2025-07-09 06:36:49,2025-07-09 07:21:49,359 Dodge Bend,186 Farview Expressway,34.87,completed
trip_1426,driver_16,2025-07-09 06:15:53,2025-07-09 06:52:53,740 Nahua Circle,830 Moreland Freeway,31.95,completed
trip_1427,driver_41,2025-07-09 06:49:12,2025-07-09 07:25:12,,406 Third Gardens,20.32,completed
trip_1428,driver_2,2025-07-09 06:33:58,2025-07-09 07:32:58,554 Andrew Bridge,92 Dormitory Plaza,5.69,completed
trip_1429,driver_22,2025-07-09 06:12:57,2025-07-09 07:06:57,990 Nido Canyon,1053 Pagoda Mall,10.55,completed
trip_1430,driver_43,2025-07-09 06:19:57,2025-07-09 07:03:57,136 Russia Annex,146 Walnut Street,49.54,completed
trip_1431,driver_43,2025-07-09 06:35:03,2025-07-09 07:14:03,196 Vista Ranch,446 Harris Court,16.96,completed
trip_1432,driver_49,2025-07-09 06:43:04,2025-07-09 07:37:04,169 Eagle Freeway,122 Borica Estate,42.94,completed
trip_1433,driver_41,2025-07-09 06:19:01,2025-07-09 07:16:01,1034 Hilton Mews,911 Gateview Field,19.21,in_progress
trip_1434,driver_34,2025-07-09 06:07:13,2025-07-09 06:56:13,1139 Fallon Circle,979 Avon Row,37.29,completed
trip_1435,driver_41,2025-07-09 06:00:14,2025-07-09 06:20:14,944 Kissling Row,1084 August Point,39.94,cancelled
trip_1436,driver_2,2025-07-09 06:43:12,2025-07-09 07:19:12,630 Horace Path,839 Calgary Hills,5.32,completed
trip_1437,driver_4,2025-07-09 06:43:05,2025-07-09 07:42:05,368 Bishop Center,914 Loehr Station,27.83,completed
trip_1438,driver_22,2025-07-09 06:06:56,2025-07-09 07:00:56,840 Palm Terrace,1087 Nadell Place,,completed
trip_1439,driver_2,2025-07-09 06:36:34,2025-07-09 06:56:34,,850 Brady Route,11.29,completed
trip_1440,driver_6,2025-07-09 06:27:38,2025-07-09 06:46:38,173 Legion Of Honor Ferry,1224 Capitol Glen,32.0,completed
trip_1441,driver_38,2025-07-09 06:07:33,2025-07-09 06:31:33,1024 El Sereno Motorway,679 Payson Circle,40.43,completed
trip_1442,driver_43,2025-07-09 06:07:26,2025-07-09 06:30:26,673 Gambier Bend,577 Copper Center,28.55,completed
trip_1443,driver_42,2025-07-09 06:29:22,2025-07-09 06:56:22,835 Gibson Circle,996 Zeno Turnpike,32.0,completed
trip_1444,driver_2,2025-07-09 06:47:03,2025-07-09 07:26:03,1183 Oxford Annex,1309 Cohen Shore,39.98,completed
trip_1445,driver_19,2025-07-09 06:54:09,2025-07-09 07:00:09,558 El Plazuela Crescent,27 Waterloo Grove,35.07,completed
trip_1446,driver_17,2025-07-09 06:21:20,2025-07-09 07:01:20,315 Lysette Grove,1059 Tamalpais Highway,13.52,completed
trip_1447,driver_8,2025-07-09 06:32:53,2025-07-09 07:07:53,1012 Red Leaf Mall,1220 Alabama Bend,6.96,completed
trip_1448,driver_9,2025-07-09 06:09:24,2025-07-09 06:19:24,126 Aspen Alley,1093 Clover Center,19.4,completed
trip_1449,driver_13,2025-07-09 06:30:13,2025-07-09 07:23:13,1091 Chabot Manor,817 Sherman Ranch,,completed
trip_1450,driver_45,2025-07-09 06:47:50,2025-07-09 07:19:50,896 Landers Run,929 Dore Walk,29.97,completed
trip_1451,driver_46,2025-07-09 06:01:13,2025-07-09 06:06:13,1340 Florentine Street,666 San Rafael Gardens,9.03,completed
trip_1452,driver_36,2025-07-09 06:51:48,2025-07-09 07:13:48,318 Young Lane,77 Craig Cove,46.27,completed
trip_1453,driver_6,2025-07-09 06:00:08,2025-07-09 06:54:08,656 Tiffany Rapids,1006 Saint Louis Trail,27.31,completed
trip_1454,driver_50,2025-07-09 06:50:27,2025-07-09 07:11:27,,937 Fanning Cove,27.23,completed
trip_1455,driver_4,2025-07-09 06:25:03,2025-07-09 06:58:03,633 Cerritos Circle,982 Eureka Bridge,24.2,completed
trip_1456,driver_43,2025-07-09 06:11:21,2025-07-09 06:51:21,385 Merrill Crossing,825 Wyman Field,9.27,completed
trip_1457,driver_13,2025-07-09 06:43:53,2025-07-09 07:37:53,430 Wilde Lodge,,21.16,completed
trip_1458,driver_12,2025-07-09 06:41:36,2025-07-09 07:05:36,1245 Henry Loop,838 Burns Glen,14.16,completed
trip_1459,driver_17,2025-07-09 06:18:35,2025-07-09 06:26:35,1261 Pinar Rapids,1227 Cordova Gardens,24.72,cancelled
trip_1460,driver_48,2025-07-09 06:05:45,2025-07-09 06:43:45,,643 Bernice Rodgers Bypass,20.79,completed
trip_1461,driver_35,2025-07-09 06:32:59,2025-07-09 07:27:59,1170 Windsor Station,645 Mcdonald Creek,28.93,completed
trip_1462,driver_43,2025-07-09 06:04:07,2025-07-09 06:23:07,1080 Shafter Lane,1114 Waller Hill,22.65,completed
trip_1463,driver_8,2025-07-09 05:39:57,2025-07-09 06:31:57,632 Ellington Run,587 Judah Stravenue,,cancelled
trip_1464,driver_30,2025-07-09 05:44:55,2025-07-09 06:25:55,244 Gateview Green,1005 Candyland Circle,49.7,completed
trip_1465,driver_39,2025-07-09 05:10:31,2025-07-09 05:54:31,625 Saturn Road,193 Gilman Run,30.65,completed
trip_1466,driver_9,2025-07-09 05:27:35,2025-07-09 05:37:35,368 San Fernando Motorway,23 Broderick Pike,37.42,completed
trip_1467,driver_14,2025-07-09 05:14:19,2025-07-09 05:32:19,1177 Sixth Hill,1171 Paloma Terrace,41.34,completed
trip_1468,driver_21,2025-07-09 05:59:51,2025-07-09 06:29:51,710 Castillo Turnpike,491 Seawell Shore,48.59,completed
trip_1469,driver_33,2025-07-09 05:02:09,2025-07-09 05:58:09,683 Ervine Field,1222 Colin Motorway,5.41,completed
trip_1470,driver_14,2025-07-09 05:04:35,2025-07-09 05:39:35,184 Koret Spur,776 Merriam Creek,34.02,completed
trip_1471,driver_20,2025-07-09 05:03:23,2025-07-09 05:43:23,255 San Bruno Court,,8.96,completed
trip_1472,driver_27,2025-07-09 05:25:10,2025-07-09 05:49:10,167 Russ Stravenue,332 South Park Mall,24.73,completed
trip_1473,driver_6,2025-07-09 05:28:59,2025-07-09 06:17:59,886 Valerton Landing,1349 Iowa Drive,17.11,completed
trip_1474,driver_29,2025-07-09 05:38:13,2025-07-09 06:19:13,189 Lottie Bennett Glen,771 Craut Cove,32.17,completed
trip_1475,driver_46,2025-07-09 05:04:56,2025-07-09 05:21:56,841 Garlington Boulevard,294 Evergreen Avenue,7.2,completed
trip_1476,driver_4,2025-07-09 05:03:06,2025-07-09 05:08:06,1227 Hitchcock Bayou,1121 Hancock Lodge,41.55,completed
trip_1477,driver_14,2025-07-09 05:55:46,2025-07-09 06:43:46,663 Ringold Ranch,1120 Arguello Creek,49.65,completed
trip_1478,driver_8,2025-07-09 05:33:35,2025-07-09 06:31:35,997 Massasoit Road,283 Grace Shore,8.64,completed
trip_1479,driver_14,2025-07-09 05:19:45,2025-07-09 06:12:45,995 Hallam Pass,550 Laurel Mews,,cancelled
trip_1480,driver_36,2025-07-09 05:22:54,2025-07-09 06:19:54,404 Rockridge Pass,,8.61,completed
trip_1481,driver_22,2025-07-09 05:12:46,2025-07-09 05:47:46,90 Anson Field,874 Judson Spur,14.73,completed
trip_1482,driver_9,2025-07-09 05:58:21,2025-07-09 06:45:21,1157 Clarence Center,962 Jordan Street,21.75,completed
trip_1483,driver_32,2025-07-09 05:51:16,2025-07-09 06:39:16,1339 The Embarcadero Spur,1372 Commercial Mall,37.37,completed
trip_1484,driver_19,2025-07-09 05:48:01,2025-07-09 06:08:01,765 Serrano Expressway,1154 Dartmouth Arcade,30.54,completed
trip_1485,driver_8,2025-07-09 05:26:03,2025-07-09 05:42:03,1270 Greely Pine,433 Beacon Rapids,29.92,completed
trip_1486,driver_11,2025-07-09 05:21:31,2025-07-09 06:14:31,1105 Cole Canyon,599 East Beach Green,11.43,completed
trip_1487,driver_44,2025-07-09 05:26:27,2025-07-09 05:55:27,,1082 Nob Hill Loop,49.0,completed
trip_1488,driver_4,2025-07-09 05:09:34,2025-07-09 06:03:34,738 Duncombe Cove,524 Kern Bypass,9.42,completed
trip_1489,driver_19,2025-07-09 05:45:07,2025-07-09 06:23:07,23 Naples Bridge,567 Greenwood Place,45.74,completed
trip_1490,driver_37,2025-07-09 05:49:20,2025-07-09 06:05:20,537 Farview Grove,758 Pennsylvania Landing,9.8,completed
trip_1491,driver_16,2025-07-09 05:34:12,2025-07-09 06:33:12,557 Belden Crossing,182 San Juan Estate,43.23,completed
trip_1492,driver_12,2025-07-09 05:08:00,2025-07-09 05:48:00,1194 Vernon Mall,1152 Blandy Garden,5.42,completed
trip_1493,driver_15,2025-07-09 05:06:54,2025-07-09 06:06:54,251 Hodges Mews,263 Fifth Mall,19.84,completed
trip_1494,driver_11,2025-07-09 05:56:28,2025-07-09 06:36:28,943 Krausgrill Grove,110 Blandy Drive,21.97,completed
trip_1495,driver_20,2025-07-09 05:33:12,2025-07-09 06:32:12,1368 Bayview Park Cove,325 Napier Avenue,,in_progress
trip_1496,driver_10,2025-07-09 05:44:11,2025-07-09 06:15:11,782 Barnard Bayou,91 Egbert Road,17.97,completed
trip_1497,driver_50,2025-07-09 05:39:49,2025-07-09 06:04:49,718 Weston Park,231 Heather Row,36.01,completed
trip_1498,driver_25,2025-07-09 05:03:12,2025-07-09 05:09:12,184 Walker Court,1041 Peter Yorke Court,,in_progress
trip_1499,driver_28,2025-07-09 05:27:46,2025-07-09 05:32:46,708 Louisburg Bend,13 Cambon Path,11.18,completed
trip_1500,driver_41,2025-07-09 05:53:52,2025-07-09 06:20:52,176 El Polin Ranch,524 Ordway Glen,29.87,completed
trip_1501,driver_11,2025-07-09 05:56:12,2025-07-09 06:18:12,1084 Iowa Ranch,448 Brighton Crossing,10.46,completed
trip_1502,driver_43,2025-07-09 05:08:55,2025-07-09 05:31:55,1282 Castle Manor Freeway,777 Laguna Crescent,,completed
trip_1503,driver_16,2025-07-09 05:19:29,2025-07-09 05:29:29,470 Tulane Pass,593 Roselyn Estate,26.0,completed
trip_1504,driver_22,2025-07-09 05:24:45,2025-07-09 05:56:45,120 Ohlone Green,709 Cabrillo Loop,25.98,completed
trip_1505,driver_1,2025-07-09 05:40:26,2025-07-09 06:14:26,425 Via Bufano Lodge,1383 Mariner Crescent,40.78,completed
trip_1506,driver_16,2025-07-09 05:32:30,2025-07-09 05:46:30,1299 San Bruno Green,1309 Hicks Bend,34.22,completed
trip_1507,driver_43,2025-07-09 05:51:17,2025-07-09 06:02:17,105 Albion Creek,823 Bayview Park Pine,48.95,completed
trip_1508,driver_28,2025-07-09 05:47:25,2025-07-09 06:08:25,1379 Federal Drive,1367 Bonnie Brae Hill,23.72,completed
trip_1509,driver_48,2025-07-09 05:40:31,2025-07-09 05:47:31,15 Nueva Expressway,1022 Hester Gardens,40.26,completed
trip_1510,driver_49,2025-07-09 05:18:08,2025-07-09 05:50:08,670 Cardenas Glen,994 Helen Circle,27.1,in_progress
trip_1511,driver_23,2025-07-09 05:24:39,2025-07-09 06:10:39,1161 Nob Hill Route,962 Dutch Windmill Access Stravenue,42.03,completed
trip_1512,driver_32,2025-07-09 05:32:46,2025-07-09 06:24:46,1003 Surrey Cove,450 Neptune Court,49.69,completed
trip_1513,driver_35,2025-07-09 05:54:31,2025-07-09 06:17:31,1218 Duncombe Avenue,106 Parker Crescent,21.77,completed
trip_1514,driver_1,2025-07-09 05:53:50,2025-07-09 06:25:50,1206 Hartford Viaduct,516 Lancaster Garden,27.88,completed
trip_1515,driver_27,2025-07-09 05:21:15,2025-07-09 05:43:15,675 Griffith Highway,387 Camp Mews,30.85,completed
trip_1516,driver_50,2025-07-09 05:51:00,2025-07-09 06:17:00,92 Bell Circle,208 Blatchford Avenue,,cancelled
trip_1517,driver_40,2025-07-09 05:28:12,2025-07-09 05:59:12,1386 Grove Lake,197 Sonoma Place,45.75,completed
trip_1518,driver_22,2025-07-09 05:51:10,2025-07-09 06:18:10,486 Long Bypass,1159 Lyell Pike,11.9,completed
trip_1519,driver_40,2025-07-09 05:21:31,2025-07-09 05:40:31,260 Freeman Gardens,510 Penny Canyon,9.84,completed
trip_1520,driver_34,2025-07-09 05:21:42,2025-07-09 05:28:42,507 Boardman Park,286 Chenery Route,44.97,completed
trip_1521,driver_4,2025-07-09 05:37:51,2025-07-09 06:28:51,666 Halibut Ferry,719 Howth Junction,,in_progress
trip_1522,driver_9,2025-07-09 05:09:27,2025-07-09 05:24:27,614 Battery East Terrace,454 Spring Green,25.22,cancelled
trip_1523,driver_44,2025-07-09 05:54:03,2025-07-09 06:35:03,766 Van Keuren Freeway,675 Conkling Loop,8.36,completed
trip_1524,driver_36,2025-07-09 05:05:28,2025-07-09 05:57:28,86 Drake Estate,854 East Crystal Cove Boulevard,12.39,completed
trip_1525,driver_26,2025-07-09 05:31:41,2025-07-09 06:29:41,67 Pagoda Estate,546 Mojave Canyon,11.46,completed
trip_1526,driver_16,2025-07-09 05:53:04,2025-07-09 06:28:04,356 Corbin Crescent,782 Cayuga Pine,43.89,completed
trip_1527,driver_20,2025-07-09 05:08:23,2025-07-09 05:59:23,1146 Salinas Ferry,1203 Union Court,43.16,completed
trip_1528,driver_43,2025-07-09 05:19:30,2025-07-09 06:16:30,1288 Black Avenue,1372 Eaton Bend,6.75,completed
trip_1529,driver_20,2025-07-09 05:24:09,2025-07-09 05:45:09,451 Erkson Pass,891 Rosella Creek,31.29,cancelled
trip_1530,driver_39,2025-07-09 05:25:32,2025-07-09 05:33:32,,377 Acacia Lake,14.81,completed
trip_1531,driver_9,2025-07-09 05:12:53,2025-07-09 06:06:53,663 Quane Pine,117 Goldberg Boulevard,48.65,completed
trip_1532,driver_21,2025-07-09 05:48:36,2025-07-09 06:24:36,124 Topeka Terrace,444 Dirk Dirksen Crescent,24.72,completed
trip_1533,driver_21,2025-07-09 05:32:34,2025-07-09 06:25:34,368 Caine Grove,288 Lettuce Hills,27.71,completed
trip_1534,driver_33,2025-07-09 05:08:23,2025-07-09 05:57:23,748 Highland Bayou,882 Norfolk Parkway,45.84,completed
trip_1535,driver_27,2025-07-09 05:30:19,2025-07-09 06:18:19,1333 Ocean Vista Bend,614 Nichols Shore,10.34,completed
trip_1536,driver_18,2025-07-09 05:18:20,2025-07-09 05:34:20,1091 Newton Lodge,659 Holladay Circle,37.93,completed
trip_1537,driver_32,2025-07-09 05:29:47,2025-07-09 06:22:47,1270 Edith Circle,12 Gorgas Center,26.65,completed
trip_1538,driver_33,2025-07-09 05:06:23,2025-07-09 05:51:23,31 Wildwood Field,1374 Constanso Bend,5.58,completed
trip_1539,driver_21,2025-07-09 05:27:04,2025-07-09 06:24:04,650 Saturn Bayou,1273 Lick Ferry,12.5,completed
trip_1540,driver_46,2025-07-09 04:35:11,2025-07-09 04:43:11,2 Fuente Glen,211 Battery Chamberlin Extension,8.52,completed
trip_1541,driver_41,2025-07-09 04:49:02,2025-07-09 04:57:02,1173 Colby Court,267 Lendrum Pike,18.99,completed
trip_1542,driver_44,2025-07-09 04:34:13,2025-07-09 04:42:13,877 Koret Court,1156 Acacia Street,40.37,completed
trip_1543,driver_19,2025-07-09 04:48:08,2025-07-09 05:35:08,749 Lamson Mews,216 Niantic Mall,25.49,completed
trip_1544,driver_46,2025-07-09 04:59:01,2025-07-09 05:54:01,470 Winfield Lane,1014 Michigan Heights,35.39,completed
trip_1545,driver_38,2025-07-09 04:25:01,2025-07-09 05:02:01,176 Bartol Pine,182 Fratessa Creek,12.2,completed
trip_1546,driver_27,2025-07-09 04:49:43,2025-07-09 05:08:43,359 Vista View Crossing,1106 Elmira Bend,6.45,completed
trip_1547,driver_32,2025-07-09 04:14:46,2025-07-09 04:40:46,166 Hawthorne Lane,448 Battery Wagner Loop,13.0,completed
trip_1548,driver_13,2025-07-09 04:03:13,2025-07-09 04:33:13,1277 Mariposa Heights,464 Lester Rapids,8.57,completed
trip_1549,driver_2,2025-07-09 04:08:28,2025-07-09 04:46:28,1175 Pico Pike,1278 Emery Grove,25.08,completed
trip_1550,driver_44,2025-07-09 04:20:02,2025-07-09 05:08:02,139 West Portal Annex,924 Christmas Tree Point Shore,41.09,in_progress
trip_1551,driver_16,2025-07-09 04:18:52,2025-07-09 04:45:52,107 Virginia Grove,166 Golding Ferry,15.12,completed
trip_1552,driver_20,2025-07-09 04:34:03,2025-07-09 04:49:03,377 Denslowe Glen,123 Vale Green,37.03,cancelled
trip_1553,driver_48,2025-07-09 04:31:01,2025-07-09 04:39:01,497 Tampa Ranch,789 De Forest Turnpike,44.07,in_progress
trip_1554,driver_4,2025-07-09 04:56:02,2025-07-09 05:20:02,614 Rico Row,1136 Lake Merced Hill Crossing,46.55,completed
trip_1555,driver_31,2025-07-09 04:39:38,2025-07-09 05:16:38,556 Fillmore Bend,610 Scotland Glen,26.45,completed
trip_1556,driver_18,2025-07-09 04:26:49,2025-07-09 05:14:49,735 Le Conte Pine,255 Racine Bypass,38.96,cancelled
trip_1557,driver_5,2025-07-09 04:10:43,2025-07-09 04:47:43,510 Harkness Pine,377 Brooks Junction,29.59,completed
trip_1558,driver_36,2025-07-09 04:21:30,2025-07-09 05:21:30,1098 Rainey Spur,1154 Reposa Street,6.28,completed
trip_1559,driver_9,2025-07-09 04:13:34,2025-07-09 04:54:34,1200 Merriam Point,1195 West Portal Drive,,in_progress
trip_1560,driver_12,2025-07-09 04:40:41,2025-07-09 05:27:41,1385 Longview Shore,862 Vicente Bridge,37.79,completed
trip_1561,driver_17,2025-07-09 04:16:37,2025-07-09 04:45:37,1137 San Diego Drive,1357 Buchanan Square,11.42,completed
trip_1562,driver_36,2025-07-09 04:22:20,2025-07-09 04:47:20,163 Jackson Trace,859 Haight Street,44.62,completed
trip_1563,driver_43,2025-07-09 04:22:51,2025-07-09 04:54:51,1032 Casitas Path,1017 Bayside Plaza,32.86,completed
trip_1564,driver_13,2025-07-09 04:44:52,2025-07-09 04:58:52,555 Normandie Extension,450 Bluxome Highway,13.57,completed
trip_1565,driver_26,2025-07-09 04:52:56,2025-07-09 05:24:56,137 Bartol Extension,1394 Isis Field,44.35,completed
trip_1566,driver_22,2025-07-09 04:35:38,2025-07-09 04:41:38,1396 Mckinnon Estate,224 Campbell Street,17.77,completed
trip_1567,driver_29,2025-07-09 04:40:27,2025-07-09 05:16:27,1284 Elm Arcade,641 Monticello Creek,,completed
trip_1568,driver_28,2025-07-09 04:12:52,2025-07-09 05:11:52,244 Marion Park,850 Mabrey Bypass,35.92,completed
trip_1569,driver_27,2025-07-09 04:28:28,2025-07-09 04:58:28,809 Delano Bayou,135 Thomas Mellon Glen,29.7,completed
trip_1570,driver_43,2025-07-09 04:25:42,2025-07-09 04:39:42,570 Garces Garden,615 Woodland Terrace,28.72,completed
trip_1571,driver_18,2025-07-09 04:18:51,2025-07-09 04:49:51,477 Bayside Square,1114 Vale Circle,34.47,completed
trip_1572,driver_6,2025-07-09 04:19:21,2025-07-09 04:34:21,159 Admiral Turnpike,685 Portola Extension,41.34,completed
trip_1573,driver_31,2025-07-09 04:49:12,2025-07-09 05:05:12,332 Soule Landing,,37.67,completed
trip_1574,driver_11,2025-07-09 04:57:58,2025-07-09 05:12:58,382 Edie Court,3 Congo Lodge,49.88,completed
trip_1575,driver_30,2025-07-09 04:17:28,2025-07-09 04:56:28,212 Royal Creek,199 Blair Avenue,39.25,in_progress
trip_1576,driver_49,2025-07-09 04:58:50,2025-07-09 05:44:50,760 Balhi Cove,1354 Perego Pike,,completed
trip_1577,driver_22,2025-07-09 04:52:25,2025-07-09 05:06:25,207 South Park Road,47 Eighth Road,21.9,completed
trip_1578,driver_6,2025-07-09 04:14:06,2025-07-09 04:53:06,338 Laidley Viaduct,,43.41,completed
trip_1579,driver_38,2025-07-09 04:36:10,2025-07-09 05:09:10,511 Theresa Ranch,23 Garlington Street,,cancelled
trip_1580,driver_1,2025-07-09 04:08:47,2025-07-09 04:51:47,281 Gateview 3 Motorway,976 Hobart Green,8.31,completed
trip_1581,driver_41,2025-07-09 04:45:20,2025-07-09 04:58:20,138 Davis Glen,783 Paradise Junction,26.88,completed
trip_1582,driver_2,2025-07-09 04:11:06,2025-07-09 05:08:06,1195 East Beach Garden,111 Charles Garden,9.59,completed
trip_1583,driver_16,2025-07-09 04:39:35,2025-07-09 05:36:35,160 Dorantes Junction,138 Jack Micheline Lake,10.44,completed
trip_1584,driver_30,2025-07-09 04:27:46,2025-07-09 04:42:46,1031 Ney Turnpike,906 Parkridge Row,45.08,completed
trip_1585,driver_8,2025-07-09 04:49:13,2025-07-09 05:08:13,137 Westmoorland Square,577 Rockwood Road,25.32,in_progress
trip_1586,driver_18,2025-07-09 04:01:11,2025-07-09 04:52:11,502 Chesley Route,1238 Recycle Spur,42.75,completed
trip_1587,driver_45,2025-07-09 04:41:15,2025-07-09 05:16:15,1279 Battery Blaney Bypass,418 Freeman Glen,26.0,completed
trip_1588,driver_6,2025-07-09 04:50:41,2025-07-09 04:58:41,102 Normandie Crossing,155 Willie B Kennedy Path,10.64,completed
trip_1589,driver_41,2025-07-09 04:30:56,2025-07-09 04:49:56,264 Essex Heights,166 Locust Expressway,11.95,completed
trip_1590,driver_31,2025-07-09 04:03:59,2025-07-09 04:51:59,703 Wright Pine,1227 Mission Run,48.36,completed
trip_1591,driver_37,2025-07-09 04:24:20,2025-07-09 04:48:20,631 Evergreen Plaza,659 Dixie Center,46.13,completed
trip_1592,driver_15,2025-07-09 04:59:50,2025-07-09 05:45:50,274 Ellis Boulevard,79 Terry A Francois Mews,27.02,completed
trip_1593,driver_14,2025-07-09 04:44:15,2025-07-09 05:20:15,,315 Fresno Glen,33.07,completed
trip_1594,driver_33,2025-07-09 04:21:58,2025-07-09 05:13:58,233 Mayflower Pike,563 Mabini Lodge,13.2,completed
trip_1595,driver_42,2025-07-09 04:16:16,2025-07-09 05:13:16,682 De Long Trace,1175 Ignacio Parkway,14.95,cancelled
trip_1596,driver_26,2025-07-09 04:45:08,2025-07-09 05:40:08,832 Meade Route,124 Staples Plaza,6.11,completed
trip_1597,driver_49,2025-07-09 04:19:02,2025-07-09 04:34:02,1232 London Gardens,1223 Excelsior Street,20.8,completed
trip_1598,driver_5,2025-07-09 04:02:56,2025-07-09 04:34:56,974 Carmelita Terrace,138 Hamerton Pass,45.47,completed
trip_1599,driver_40,2025-07-09 04:53:07,2025-07-09 05:35:07,1277 Napoleon Court,1149 Conservatory Street,12.09,completed
trip_1600,driver_22,2025-07-09 04:55:26,2025-07-09 05:48:26,35 Olympia Motorway,303 Hastings Junction,,in_progress
trip_1601,driver_43,2025-07-09 04:29:05,2025-07-09 04:37:05,724 Redondo Green,701 Sunnyside Circle,38.01,completed
trip_1602,driver_47,2025-07-09 04:15:53,2025-07-09 04:23:53,1106 King Crossing,17 Cyrus Turnpike,44.94,completed
