trip_id,driver_id,user_id,pickup_time,dropoff_time,pickup_location,dropoff_location,fare_amount,status
trip_1594,driver_10,user_72,2025-07-10 17:05:52,2025-07-10 17:56:52,133 Ingalls Avenue,858 Hollywood Bridge,47.43,completed
trip_1595,driver_19,user_76,2025-07-10 10:29:50,2025-07-10 11:12:50,1144 Gerke Plaza,346 Massasoit Bypass,,cancelled
trip_1596,driver_1,user_46,2025-07-10 19:16:43,2025-07-10 20:15:43,1263 Dudley Terrace,44 Gilroy Parkway,47.09,completed
trip_1597,driver_1,user_45,2025-07-10 01:19:43,2025-07-10 01:48:43,1304 Recycle Park,75 Oak Grove Pass,5.46,completed
trip_1598,driver_13,user_48,2025-07-10 14:19:24,2025-07-10 14:56:24,,585 Jose Sarria Lodge,11.82,completed
trip_1599,driver_16,user_53,2025-07-10 23:25:40,2025-07-10 23:55:40,1165 Sloan Pike,1101 Cottage Circle,23.9,completed
trip_1600,driver_8,user_53,2025-07-10 05:14:34,2025-07-10 06:10:34,1076 Shannon Route,36 Bancroft Drive,17.94,completed
trip_1601,driver_19,user_66,2025-07-10 19:01:43,2025-07-10 19:58:43,1303 Argent Court,1193 Osage Lodge,23.41,completed
trip_1602,driver_15,user_64,2025-07-10 23:25:32,2025-07-10 23:45:32,564 Bedford Station,738 Mount Vernon Gardens,24.93,completed
trip_1603,driver_3,user_57,2025-07-10 05:38:42,2025-07-10 06:13:42,494 Poppy Field,862 Camp Circle,,in_progress
trip_1604,driver_3,user_49,2025-07-10 09:11:50,2025-07-10 09:55:50,1041 Beulah Mews,1269 Drake Circle,34.37,completed
trip_1605,driver_12,user_65,2025-07-10 13:41:13,2025-07-10 14:40:13,544 Madrid Hills,318 Beatrice Spur,45.14,completed
trip_1606,driver_1,user_76,2025-07-10 14:22:38,2025-07-10 14:35:38,1249 Koret Turnpike,905 Hopkins Turnpike,5.31,completed
trip_1607,driver_9,user_57,2025-07-10 08:02:56,2025-07-10 09:02:56,1334 Verdun Place,1209 Belgrave Estate,16.15,cancelled
trip_1608,driver_10,user_71,2025-07-10 20:27:24,2025-07-10 21:01:24,1095 Rod Freeway,815 State Place,33.47,completed
trip_1609,driver_6,user_51,2025-07-10 21:15:30,2025-07-10 22:13:30,235 Torney Freeway,517 Villa Avenue,46.82,completed
trip_1610,driver_19,user_66,2025-07-10 09:12:00,2025-07-10 09:53:00,592 Anderson Pine,410 Avoca Junction,,completed
trip_1611,driver_16,user_52,2025-07-10 10:48:37,2025-07-10 11:22:37,984 Omar Route,1001 Miguel Cove,45.93,completed
trip_1612,driver_5,user_52,2025-07-10 12:32:18,2025-07-10 12:53:18,594 Jewett Boulevard,818 Lincoln Canyon,,cancelled
trip_1613,driver_18,user_47,2025-07-10 19:16:49,2025-07-10 19:41:49,951 Leona Expressway,186 Burnside Alley,10.08,completed
trip_1614,driver_20,user_50,2025-07-10 08:22:52,2025-07-10 08:44:52,1161 Harris Extension,1219 Pershing Ranch,5.76,cancelled
trip_1615,driver_14,user_66,2025-07-10 08:56:01,2025-07-10 09:53:01,488 Bob Kaufman Annex,882 Fielding Circle,13.25,completed
trip_1616,driver_15,user_72,2025-07-10 00:12:24,2025-07-10 00:30:24,387 Lafayette Extension,1326 Mcallister Grove,33.07,completed
trip_1617,driver_5,user_53,2025-07-10 16:42:09,2025-07-10 16:54:09,734 Harbor Square,856 Rice Ranch,44.74,completed
trip_1618,driver_11,user_46,2025-07-10 11:15:58,2025-07-10 12:09:58,1394 Stag Trail Bayou,,,completed
trip_1619,driver_16,user_75,2025-07-10 08:12:23,2025-07-10 08:53:23,380 Winter Extension,983 Division Alley,,in_progress
trip_1620,driver_6,user_65,2025-07-10 01:52:47,2025-07-10 02:07:47,449 Santa Rosa Court,,20.09,completed
trip_1621,driver_18,user_45,2025-07-10 07:52:44,2025-07-10 08:46:44,905 Burgoyne Terrace,1146 Stanford Heights Pass,37.97,completed
trip_1622,driver_10,user_53,2025-07-10 11:07:22,2025-07-10 11:52:22,,46 Manzanita Stravenue,24.32,completed
trip_1623,driver_15,user_45,2025-07-10 15:56:55,2025-07-10 16:49:55,482 Modoc Street,109 Ramsell Avenue,18.75,completed
trip_1624,driver_13,user_67,2025-07-10 16:18:14,2025-07-10 16:24:14,918 Coleridge Shore,,16.11,completed
trip_1625,driver_10,user_74,2025-07-10 01:38:22,2025-07-10 02:33:22,,321 Carver Highway,25.8,completed
trip_1626,driver_15,user_74,2025-07-10 14:57:49,2025-07-10 15:07:49,899 Otter Cove Expressway,165 Telegraph Ranch,32.19,completed
trip_1627,driver_19,user_45,2025-07-10 03:10:18,2025-07-10 03:54:18,893 Nadell Grove,779 Venard Park,11.95,completed
trip_1628,driver_9,user_71,2025-07-10 01:51:56,2025-07-10 01:58:56,1337 Dwight Mews,1285 Lake Forest Grove,48.96,completed
trip_1629,driver_13,user_57,2025-07-10 14:58:17,2025-07-10 15:11:17,156 Devonshire Plaza,287 Bird Lane,28.86,completed
trip_1630,driver_6,user_68,2025-07-10 14:33:15,2025-07-10 14:40:15,1035 Monte Vista Loop,125 Habitat Bend,5.37,completed
trip_1631,driver_9,user_57,2025-07-10 17:32:18,2025-07-10 18:31:18,570 Corwin Lodge,1179 Marion Trail,21.61,completed
trip_1632,driver_17,user_78,2025-07-10 22:54:37,2025-07-10 23:14:37,915 Sparrow Viaduct,253 Bird Lane,30.14,completed
trip_1633,driver_12,user_57,2025-07-10 03:06:50,2025-07-10 03:25:50,655 Tampa Expressway,939 Hopkins Junction,25.68,completed
trip_1634,driver_1,user_55,2025-07-10 22:41:20,2025-07-10 23:03:20,1140 Redfield Loop,866 Allison Field,8.1,completed
trip_1635,driver_9,user_49,2025-07-10 18:14:57,2025-07-10 18:36:57,784 Exposition Stravenue,842 Willard Drive,21.69,completed
trip_1636,driver_17,user_51,2025-07-10 13:01:13,2025-07-10 13:50:13,964 Merriam Extension,988 Polaris Grove,24.25,completed
trip_1637,driver_9,user_65,2025-07-10 12:30:40,2025-07-10 12:35:40,833 Hyde Field,1365 Fremont Stravenue,19.48,cancelled
trip_1638,driver_8,user_57,2025-07-10 20:11:54,2025-07-10 20:58:54,359 Capitol Crescent,804 Gough Freeway,28.09,completed
trip_1639,driver_16,user_48,2025-07-10 01:46:43,2025-07-10 01:52:43,843 South Van Ness Walk,1022 Attridge Bayou,38.35,completed
trip_1640,driver_3,user_71,2025-07-10 10:28:22,2025-07-10 11:11:22,461 Campus Freeway,140 Allen Pine,43.32,completed
trip_1641,driver_2,user_50,2025-07-10 17:36:21,2025-07-10 17:52:21,189 Merritt Green,678 Sibley Center,49.35,completed
trip_1642,driver_1,user_50,2025-07-10 05:04:31,2025-07-10 05:57:31,1198 Security Pacific Arcade,,21.6,completed
trip_1643,driver_20,user_52,2025-07-10 14:48:32,2025-07-10 14:56:32,1191 Borica Shore,908 Delancey Walk,,completed
trip_1644,driver_8,user_69,2025-07-10 09:49:01,2025-07-10 10:30:01,244 Fillmore Loop,,9.97,completed
trip_1645,driver_7,user_78,2025-07-10 18:41:37,2025-07-10 19:36:37,1107 Mark Twain Road,799 Freeman Pine,45.33,completed
trip_1646,driver_8,user_69,2025-07-10 11:14:39,2025-07-10 11:47:39,153 Niantic Shore,976 Cortland Hills,20.55,completed
trip_1647,driver_5,user_64,2025-07-10 20:00:08,2025-07-10 20:49:08,836 Harrison Bayou,578 Bryant Crossing,31.3,completed
trip_1648,driver_18,user_51,2025-07-10 17:48:51,2025-07-10 17:54:51,649 Hussey Freeway,586 Child Trail,22.67,completed
trip_1649,driver_19,user_64,2025-07-10 07:43:15,2025-07-10 08:20:15,175 Central Gardens,264 Gough Freeway,35.62,completed
trip_1650,driver_12,user_58,2025-07-10 19:27:21,2025-07-10 20:11:21,543 Troy Point,1154 Holladay Hills,16.28,completed
trip_1651,driver_14,user_48,2025-07-10 13:35:51,2025-07-10 14:02:51,,687 Craut Parkway,34.53,completed
trip_1652,driver_14,user_57,2025-07-10 00:12:30,2025-07-10 00:25:30,1232 Lomita Square,1048 Stigwood Glen,42.28,completed
trip_1653,driver_12,user_56,2025-07-10 16:38:17,2025-07-10 17:18:17,1385 Marston Lake,,33.01,completed
trip_1654,driver_1,user_73,2025-07-10 10:09:47,2025-07-10 10:56:47,419 Joost Parkway,921 Sal Terrace,6.26,completed
trip_1655,driver_7,user_70,2025-07-10 21:05:52,2025-07-10 21:47:52,135 Kramer Mews,922 Raleigh Lodge,25.2,completed
trip_1656,driver_14,user_51,2025-07-10 02:00:17,2025-07-10 02:05:17,1387 Todd Estate,945 Crestwell Lane,31.34,completed
trip_1657,driver_19,user_77,2025-07-10 05:44:04,2025-07-10 05:52:04,588 Via Bufano Circle,1019 Patton Manor,42.79,completed
trip_1658,driver_20,user_58,2025-07-10 00:43:08,2025-07-10 01:30:08,1138 Hunters Point Ferry,1135 Welsh Manor,9.73,completed
trip_1659,driver_16,user_57,2025-07-10 21:21:54,2025-07-10 21:58:54,801 Whitecliff Bend,1130 Nido Trace,44.18,in_progress
trip_1660,driver_2,user_52,2025-07-10 02:21:41,2025-07-10 02:53:41,393 Kinzey Motorway,342 Cyrus Path,7.22,completed
trip_1661,driver_5,user_53,2025-07-10 11:11:12,2025-07-10 11:50:12,831 Harbor Square,151 Gibb Grove,25.78,completed
trip_1662,driver_6,user_65,2025-07-10 10:57:04,2025-07-10 11:50:04,174 Bonview Bridge,673 Denslowe Spur,36.87,completed
trip_1663,driver_20,user_68,2025-07-10 16:18:04,2025-07-10 16:58:04,1179 Merriam Circle,478 Candyland Stravenue,31.76,completed
trip_1664,driver_14,user_55,2025-07-10 00:39:02,2025-07-10 01:07:02,1314 Rebecca Crescent,441 South Van Ness Bayou,40.85,completed
trip_1665,driver_1,user_76,2025-07-10 15:06:48,2025-07-10 16:04:48,683 Windsor Mill Drive,51 Freeman Arcade,12.22,completed
trip_1666,driver_7,user_51,2025-07-10 20:16:14,2025-07-10 20:34:14,1174 Rosella Spur,724 Monument Lane,46.0,completed
trip_1667,driver_3,user_51,2025-07-10 17:42:36,2025-07-10 17:48:36,192 Old Harford Landing,1018 Arnold Center,45.94,completed
trip_1668,driver_11,user_53,2025-07-10 01:38:02,2025-07-10 02:04:02,215 Richter Junction,257 Transbay Loop Terrace,11.49,completed
trip_1669,driver_5,user_74,2025-07-10 11:33:34,2025-07-10 12:27:34,1361 Allston Highway,1189 Quesada Viaduct,27.61,completed
trip_1670,driver_16,user_75,2025-07-10 20:36:36,2025-07-10 21:28:36,206 Minna Square,685 Twin Peaks Court,,completed
trip_1671,driver_4,user_65,2025-07-10 22:34:44,2025-07-10 23:31:44,522 Hartford Grove,1160 Belmont Run,,cancelled
trip_1672,driver_14,user_78,2025-07-10 06:08:00,2025-07-10 06:45:00,262 Lunado Annex,37 Hanover Mews,16.98,completed
trip_1673,driver_12,user_74,2025-07-10 03:00:23,2025-07-10 03:13:23,414 Dehon Estate,389 Milton Bend,12.43,completed
trip_1674,driver_7,user_59,2025-07-10 20:41:22,2025-07-10 21:08:22,113 Hagiwara Tea Garden Mews,638 Moneta Glen,8.85,completed
trip_1675,driver_11,user_53,2025-07-10 14:04:03,2025-07-10 14:20:03,780 Jennings Lodge,408 Sterling Field,,cancelled
trip_1676,driver_9,user_74,2025-07-10 15:32:57,2025-07-10 15:55:57,52 Dashiell Hammett Stravenue,722 Stilwell Motorway,17.47,cancelled
trip_1677,driver_9,user_54,2025-07-10 17:08:03,2025-07-10 17:39:03,1031 Rutledge Lane,907 Sydney Turnpike,24.2,completed
trip_1678,driver_2,user_76,2025-07-10 15:44:23,2025-07-10 16:38:23,202 Keystone Estate,87 Kenwood Hill,15.42,completed
trip_1679,driver_18,user_47,2025-07-10 16:16:08,2025-07-10 16:46:08,1324 Mclaren Lodge Access Trail,183 Willie B Kennedy Loop,,in_progress
trip_1680,driver_3,user_69,2025-07-10 02:06:28,2025-07-10 02:51:28,490 Crescio Point,421 Encinal Ranch,10.83,completed
trip_1681,driver_8,user_63,2025-07-10 10:11:46,2025-07-10 10:20:46,388 Hubbell Pass,209 Bernard Terrace,34.03,completed
trip_1682,driver_7,user_45,2025-07-10 14:27:53,2025-07-10 14:32:53,717 Bliss Manor,1052 Battery Shore,,in_progress
trip_1683,driver_14,user_65,2025-07-10 01:04:25,2025-07-10 01:27:25,529 Acevedo Expressway,987 Northridge Alley,49.08,completed
trip_1684,driver_1,user_46,2025-07-10 22:41:48,2025-07-10 23:30:48,67 Divisadero Annex,1246 North Van Horn Motorway,,completed
trip_1685,driver_3,user_49,2025-07-10 14:48:29,2025-07-10 15:06:29,240 Lake Forest Trail,884 Southern Heights Field,49.24,completed
trip_1686,driver_16,user_76,2025-07-10 00:18:40,2025-07-10 00:34:40,1284 Murray Bayou,910 Winding Row,22.42,completed
trip_1687,driver_4,user_64,2025-07-10 03:38:57,2025-07-10 04:17:57,497 Eutaw Spur,62 Boyd Station,23.74,completed
trip_1688,driver_6,user_75,2025-07-10 11:01:26,2025-07-10 11:43:26,887 Black Station,900 Mandalay Trace,14.54,completed
trip_1689,driver_5,user_61,2025-07-10 20:20:17,2025-07-10 20:52:17,1244 Todd Court,358 Ada Expressway,40.19,completed
trip_1690,driver_5,user_59,2025-07-10 15:47:40,2025-07-10 16:26:40,833 Attridge Landing,891 Onondaga Route,11.34,cancelled
trip_1691,driver_18,user_55,2025-07-10 12:22:43,2025-07-10 12:54:43,1390 Ravenwood Street,1233 French Loop,32.23,completed
trip_1692,driver_17,user_57,2025-07-10 05:18:22,2025-07-10 06:02:22,1120 Malvina Expressway,456 Kempton Pike,,in_progress
trip_1693,driver_11,user_45,2025-07-10 18:38:36,2025-07-10 19:34:36,725 Lillian Freeway,781 Powers Circle,19.11,completed
trip_1694,driver_9,user_64,2025-07-10 13:51:14,2025-07-10 14:34:14,164 Stigwood Ferry,1144 Doric Route,15.38,completed
trip_1695,driver_1,user_63,2025-07-09 23:44:44,2025-07-10 00:16:44,128 Hawes Garden,1001 Hays Lake,26.75,in_progress
trip_1696,driver_3,user_63,2025-07-10 01:23:45,2025-07-10 01:57:45,1008 Calgary Bridge,784 Arco Heights,,completed
trip_1697,driver_12,user_49,2025-07-10 03:01:01,2025-07-10 03:43:01,331 Camp Station,,23.21,completed
trip_1698,driver_2,user_47,2025-07-10 22:39:08,2025-07-10 23:33:08,1069 Mirando Landing,685 Monticello Parkway,13.02,completed
trip_1699,driver_5,user_74,2025-07-10 09:23:58,2025-07-10 10:17:58,586 Cochrane Estate,818 Sonora Ferry,39.27,completed
trip_1700,driver_5,user_50,2025-07-10 15:50:32,2025-07-10 16:15:32,64 Coleridge Pass,1146 Quartz Annex,26.9,completed
trip_1701,driver_20,user_50,2025-07-10 20:27:15,2025-07-10 21:12:15,1190 Newburg Grove,439 Liberty Route,38.88,completed
trip_1702,driver_7,user_58,2025-07-10 14:28:13,2025-07-10 14:46:13,878 Freeman Row,135 San Ramon Parkway,8.64,completed
trip_1703,driver_2,user_56,2025-07-10 05:05:53,2025-07-10 05:45:53,136 Lurline Landing,388 Crestwell Glen,,cancelled
trip_1704,driver_12,user_67,2025-07-10 00:48:33,2025-07-10 01:36:33,1216 Sibert Ranch,291 Hillview Hills,26.56,completed
trip_1705,driver_5,user_60,2025-07-10 01:42:33,2025-07-10 01:49:33,89 Quebec Hill,1015 Nauman Expressway,44.51,completed
trip_1706,driver_20,user_51,2025-07-10 17:59:42,2025-07-10 18:59:42,637 Sanches Route,227 Grijalva Creek,28.37,completed
trip_1707,driver_1,user_46,2025-07-10 09:08:36,2025-07-10 09:39:36,718 Rod Path,166 Wallace Point,36.02,completed
trip_1708,driver_16,user_74,2025-07-10 16:06:36,2025-07-10 16:42:36,750 Iowa Bend,203 Alta Vista Viaduct,28.37,completed
trip_1709,driver_10,user_71,2025-07-10 09:31:32,2025-07-10 10:28:32,25 Lapu-Lapu Station,447 Fremont Rapids,41.21,completed
trip_1710,driver_3,user_59,2025-07-10 00:05:18,2025-07-10 00:19:18,1375 Maple Alley,781 Munich Spur,10.39,completed
trip_1711,driver_12,user_56,2025-07-10 17:32:10,2025-07-10 17:48:10,1268 Brompton Trail,7 Payson Street,9.32,completed
trip_1712,driver_8,user_59,2025-07-10 21:05:59,2025-07-10 21:10:59,1215 Bernice Rodgers Bend,837 Trinity Gardens,25.04,completed
trip_1713,driver_11,user_55,2025-07-10 08:55:44,2025-07-10 09:49:44,1065 Bass Avenue,217 Century Mews,6.87,completed
trip_1714,driver_10,user_53,2025-07-10 02:17:12,2025-07-10 02:41:12,966 Saint Josephs Green,1216 Mesa Shore,39.61,completed
trip_1715,driver_18,user_49,2025-07-10 14:15:08,2025-07-10 14:49:08,951 Johnstone Turnpike,64 Alana Manor,39.38,completed
trip_1716,driver_13,user_45,2025-07-10 20:28:15,2025-07-10 21:07:15,811 Tulip Walk,1319 Prague Route,10.58,completed
trip_1717,driver_18,user_78,2025-07-10 17:43:52,2025-07-10 18:21:52,,657 Lansdale Grove,11.92,completed
trip_1718,driver_3,user_64,2025-07-10 15:35:57,2025-07-10 16:07:57,176 Nelson Drive,1137 Byron Loop,,completed
trip_1719,driver_6,user_68,2025-07-09 23:58:31,2025-07-10 00:49:31,1392 Exposition Annex,1252 Stern Grove Highway,11.08,completed
trip_1720,driver_13,user_52,2025-07-10 12:15:23,2025-07-10 12:30:23,5 Nellie Loop,606 Brooklyn Hills,24.3,completed
trip_1721,driver_9,user_48,2025-07-10 16:06:10,2025-07-10 16:40:10,1024 Norfolk Annex,999 West Pacific Terrace,35.48,completed
trip_1722,driver_20,user_60,2025-07-10 21:01:47,2025-07-10 21:42:47,982 Valletta Heights,1363 Danton Pike,26.95,completed
trip_1723,driver_3,user_54,2025-07-10 06:52:01,2025-07-10 07:37:01,,62 Dalewood Terrace,,completed
trip_1724,driver_4,user_69,2025-07-10 21:15:34,2025-07-10 21:39:34,31 Anson Avenue,788 Mountview Expressway,42.46,completed
trip_1725,driver_16,user_67,2025-07-10 06:33:33,2025-07-10 06:53:33,1030 San Bruno Creek,999 Jeopardy Lake,7.37,completed
trip_1726,driver_1,user_59,2025-07-10 15:59:52,2025-07-10 16:18:52,370 Rosemary Mews,766 Elm Hill,,cancelled
trip_1727,driver_11,user_71,2025-07-10 13:24:36,2025-07-10 13:53:36,,1092 Avery Station,33.6,completed
trip_1728,driver_14,user_77,2025-07-10 11:05:13,2025-07-10 11:57:13,994 Robblee Terrace,1369 Gates Cove,49.03,completed
trip_1729,driver_12,user_74,2025-07-10 10:32:13,2025-07-10 11:03:13,1359 Gillette Cove,240 Blandy Viaduct,7.14,completed
trip_1730,driver_20,user_73,2025-07-10 20:39:44,2025-07-10 20:49:44,381 Fresno Park,794 Clarence Ferry,30.13,cancelled
trip_1731,driver_11,user_77,2025-07-10 03:56:19,2025-07-10 04:16:19,71 Bluxome Loop,1255 Heron Landing,49.96,completed
trip_1732,driver_1,user_57,2025-07-10 21:43:56,2025-07-10 21:55:56,1381 Cloud Station,548 Ina Path,37.54,completed
trip_1733,driver_18,user_58,2025-07-10 02:09:13,2025-07-10 02:31:13,497 Security Pacific Center,998 Drummond Bypass,,cancelled
trip_1734,driver_14,user_63,2025-07-10 12:14:51,2025-07-10 12:45:51,423 Esmeralda Stravenue,953 Crestwell Spur,21.66,completed
trip_1735,driver_19,user_70,2025-07-10 00:40:55,2025-07-10 01:29:55,1293 Enterprise Extension,803 Lurline Garden,36.56,cancelled
trip_1736,driver_14,user_60,2025-07-10 15:41:38,2025-07-10 16:29:38,368 Worcester Path,896 Amber Arcade,14.1,completed
trip_1737,driver_7,user_73,2025-07-10 00:26:36,2025-07-10 00:31:36,337 Gordon Place,230 Mint Row,28.6,cancelled
trip_1738,driver_13,user_77,2025-07-10 20:12:57,2025-07-10 21:11:57,,838 Pond Bend,17.29,completed
trip_1739,driver_1,user_53,2025-07-10 15:22:21,2025-07-10 16:18:21,182 Bernice Station,385 Iris Court,,completed
trip_1740,driver_15,user_67,2025-07-10 17:27:33,2025-07-10 18:19:33,672 Red Leaf Boulevard,1287 Davidson Highway,6.0,cancelled
trip_1741,driver_10,user_54,2025-07-09 23:55:59,2025-07-10 00:11:59,1045 Dr Carlton B Goodlett Estate,1033 Colonial Highway,,in_progress
trip_1742,driver_19,user_70,2025-07-10 12:37:34,2025-07-10 13:28:34,247 Duncan Hill,1006 Georgia Boulevard,32.81,completed
trip_1743,driver_12,user_66,2025-07-10 01:59:12,2025-07-10 02:05:12,919 Tubbs Garden,346 Hamerton Field,22.16,completed
trip_1744,driver_16,user_75,2025-07-10 04:07:43,2025-07-10 04:39:43,1260 Underwood Ferry,637 Hooker Boulevard,24.77,completed
trip_1745,driver_18,user_61,2025-07-10 05:50:33,2025-07-10 06:06:33,650 Transbay Loop Junction,237 Acorn Park,45.37,completed
trip_1746,driver_14,user_73,2025-07-10 05:48:41,2025-07-10 06:23:41,205 Elizabeth Place,1088 Carpenter Place,16.83,completed
trip_1747,driver_17,user_50,2025-07-10 07:09:59,2025-07-10 07:28:59,703 Lundeen Run,1293 Chesley Annex,31.56,completed
trip_1748,driver_2,user_74,2025-07-10 20:33:18,2025-07-10 21:09:18,1268 San Benito Cove,1231 Halleck Expressway,31.88,completed
trip_1749,driver_5,user_76,2025-07-10 20:48:44,2025-07-10 21:33:44,314 Buckingham Bypass,349 Coral Highway,30.78,cancelled
trip_1750,driver_17,user_76,2025-07-10 05:29:12,2025-07-10 06:20:12,168 Alana Center,44 Joy Junction,,completed
trip_1751,driver_18,user_59,2025-07-10 05:18:03,2025-07-10 06:07:03,1141 Helena Path,660 Noriega Canyon,,in_progress
trip_1752,driver_7,user_54,2025-07-10 08:52:46,2025-07-10 09:20:46,259 Hastings Lodge,703 Muir Bridge,37.5,completed
trip_1753,driver_2,user_56,2025-07-10 06:49:17,2025-07-10 07:07:17,281 Balboa Extension,,33.01,completed
trip_1754,driver_7,user_66,2025-07-10 00:13:20,2025-07-10 00:26:20,903 Fairbanks Drive,756 Geneva Row,34.92,completed
trip_1755,driver_9,user_48,2025-07-10 17:46:48,2025-07-10 18:38:48,207 Craut Avenue,316 Congdon Annex,7.93,completed
trip_1756,driver_14,user_54,2025-07-10 21:45:02,2025-07-10 22:23:02,,552 Gordon Heights,44.22,completed
trip_1757,driver_12,user_73,2025-07-10 21:36:20,2025-07-10 21:49:20,915 Dow Grove,643 Haight Rapids,21.05,completed
trip_1758,driver_13,user_47,2025-07-10 06:31:45,2025-07-10 07:04:45,1125 Barry Court,1 Bay Shore Row,44.97,completed
trip_1759,driver_14,user_56,2025-07-10 15:56:40,2025-07-10 16:31:40,1003 Gloria Square,715 Fallon Shore,43.47,completed
trip_1760,driver_2,user_66,2025-07-10 00:42:19,2025-07-10 00:54:19,35 Ewing Cove,480 Oliver Bypass,38.32,completed
trip_1761,driver_1,user_76,2025-07-10 03:33:19,2025-07-10 04:19:19,1296 Jamestown Walk,577 Drummond Alley,6.28,completed
trip_1762,driver_2,user_60,2025-07-10 06:49:43,2025-07-10 07:37:43,784 Industrial Pass,,,cancelled
trip_1763,driver_10,user_63,2025-07-10 23:31:32,2025-07-11 00:11:32,1039 Brazil Motorway,318 Richardson Extension,16.83,in_progress
trip_1764,driver_19,user_67,2025-07-10 10:34:25,2025-07-10 11:20:25,12 Burrows Canyon,539 Shawnee Station,14.39,completed
trip_1765,driver_20,user_63,2025-07-09 23:45:28,2025-07-10 00:20:28,526 San Jacinto Spur,571 Del Vale Extension,,completed
trip_1766,driver_16,user_62,2025-07-10 06:17:23,2025-07-10 07:11:23,861 Jersey Annex,1049 Seacliff Estate,47.67,completed
trip_1767,driver_8,user_62,2025-07-10 11:35:07,2025-07-10 12:04:07,860 Fort Mason Cove,477 Moraga Viaduct,,completed
trip_1768,driver_4,user_70,2025-07-10 05:50:03,2025-07-10 05:56:03,321 Oscar Square,1100 East Crystal Cove Hill,17.91,completed
trip_1769,driver_3,user_67,2025-07-10 21:02:01,2025-07-10 21:58:01,1207 Canby Crescent,378 Rosa Parks Hills,35.26,completed
trip_1770,driver_12,user_65,2025-07-10 20:57:52,2025-07-10 21:57:52,660 Hilton Crossing,707 West Junction,26.34,completed
trip_1771,driver_1,user_62,2025-07-10 22:03:37,2025-07-10 22:49:37,877 South Hughes Landing,1333 Allison Plaza,43.07,completed
trip_1772,driver_10,user_50,2025-07-10 14:38:13,2025-07-10 15:14:13,242 Stoneridge Center,1169 Arthur Canyon,45.73,completed
trip_1773,driver_1,user_46,2025-07-10 19:02:51,2025-07-10 19:56:51,736 Charter Oak Pass,705 Hill Road,18.43,in_progress
trip_1774,driver_5,user_57,2025-07-10 17:04:55,2025-07-10 17:14:55,801 Petrarch Green,1116 Mono Crescent,,cancelled
trip_1775,driver_5,user_62,2025-07-10 18:20:36,2025-07-10 18:43:36,1156 North Hughes Park,1356 Annie Trail,34.9,cancelled
trip_1776,driver_17,user_74,2025-07-10 15:05:04,2025-07-10 15:32:04,1249 Zampa Road,244 Knollview Spur,9.36,completed
trip_1777,driver_16,user_66,2025-07-10 01:58:40,2025-07-10 02:06:40,1359 Beale Run,453 Commercial Grove,40.91,completed
trip_1778,driver_3,user_72,2025-07-10 09:41:58,2025-07-10 10:06:58,1172 Madera Lodge,1182 De Soto Mews,44.53,in_progress
trip_1779,driver_12,user_57,2025-07-10 17:09:09,2025-07-10 17:44:09,515 Harlow Crescent,728 Castelo Terrace,49.38,completed
trip_1780,driver_3,user_78,2025-07-10 07:35:52,2025-07-10 07:40:52,863 Lessing Expressway,755 Ashburton Ranch,30.44,completed
trip_1781,driver_4,user_47,2025-07-10 14:19:39,2025-07-10 15:07:39,1209 Halyburton Walk,,,in_progress
trip_1782,driver_13,user_73,2025-07-10 08:05:04,2025-07-10 08:34:04,586 Alpine Canyon,453 Carnelian Terrace,16.3,completed
trip_1783,driver_12,user_46,2025-07-10 06:49:40,2025-07-10 06:55:40,830 Eldridge Point,181 Blanche Hill,26.48,in_progress
trip_1784,driver_4,user_49,2025-07-10 08:53:37,2025-07-10 09:50:37,881 Bancroft Terrace,1022 Allston Rapids,,cancelled
trip_1785,driver_12,user_48,2025-07-10 20:08:07,2025-07-10 20:55:07,987 Dow Heights,1399 Milan Gardens,,in_progress
trip_1786,driver_11,user_75,2025-07-10 01:40:05,2025-07-10 02:28:05,1103 Stark Mall,1322 Oloran Heights,38.87,completed
trip_1787,driver_15,user_76,2025-07-10 17:11:00,2025-07-10 17:45:00,968 Devonshire Lake,647 Orizaba Junction,,cancelled
trip_1788,driver_13,user_72,2025-07-10 12:22:26,2025-07-10 13:17:26,166 Greenwood Trace,,48.03,cancelled
trip_1789,driver_15,user_45,2025-07-10 13:29:04,2025-07-10 13:44:04,779 Van Ness Crossing,1100 Natoma Trace,16.9,completed
trip_1790,driver_6,user_74,2025-07-10 00:39:38,2025-07-10 00:44:38,209 Elwood Street,1323 Alemany Arcade,39.31,completed
trip_1791,driver_20,user_55,2025-07-10 16:58:33,2025-07-10 17:41:33,915 Huntington Bridge,922 Don Chee Parkway,,cancelled
trip_1792,driver_13,user_52,2025-07-10 09:13:01,2025-07-10 09:33:01,148 Montgomery Ferry,1360 Hilton Ferry,39.53,completed
trip_1793,driver_1,user_60,2025-07-10 15:22:54,2025-07-10 15:45:54,341 Saint Louis Drive,687 Ames Annex,45.68,completed
trip_1794,driver_18,user_75,2025-07-10 15:35:36,2025-07-10 16:03:36,924 Roselyn Crescent,602 Buchanan Shore,41.02,completed
trip_1795,driver_6,user_63,2025-07-10 19:05:30,2025-07-10 19:26:30,394 Sweeny Extension,,39.31,completed
trip_1796,driver_11,user_70,2025-07-10 01:04:10,2025-07-10 02:01:10,1141 Wentworth Road,894 High Grove,16.71,completed
